,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,income_encoded
39059,60,Local-gov,227232,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0
26014,58,Private,284834,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
39510,58,Self-emp-not-inc,605504,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K,1
14056,46,Private,166181,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,36,United-States,<=50K,0
48252,54,Federal-gov,57679,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K,0
28461,25,Private,261519,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,0
20493,34,State-gov,216283,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,1
7161,24,Private,259351,Some-college,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K,0
7331,35,Private,114605,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,<=50K,0
39809,31,State-gov,203572,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,0
44791,40,Private,200671,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K,0
46668,18,Private,164571,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
5431,51,Private,143741,Some-college,10,Married,Other-service,Wife,White,Female,0,0,40,United-States,>50K,1
10692,38,Local-gov,116608,HS-grad,9,Married,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K,1
42797,31,Self-emp-not-inc,37284,Some-college,10,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0
44257,54,Private,312500,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
30436,51,Private,251841,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K,0
9963,20,Private,289944,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,0
33141,23,Private,325179,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K,1
15861,20,Private,176178,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0
17614,34,Private,182926,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K,1
43312,46,Private,165937,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
4507,52,Private,165998,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
18395,47,Local-gov,97419,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0
34219,20,Private,332689,5th-6th,3,Married,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K,0
11441,29,Private,341846,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,0
36816,45,Self-emp-not-inc,180680,11th,7,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,0
22673,18,Private,167979,11th,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K,0
4846,45,Private,77764,Assoc-acdm,12,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
26080,49,Private,246183,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K,1
48184,28,Private,513719,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0
40888,36,Private,181146,Masters,14,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,0
27432,30,Private,35724,Prof-school,15,Married,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,1
28679,19,Private,177945,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K,0
38098,50,Private,274528,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,0
35993,21,Private,116234,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,<=50K,0
44839,26,Private,143756,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
35880,43,Private,176716,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K,1
34300,39,Private,167482,Some-college,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
39016,29,Private,53063,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
25528,54,Self-emp-inc,196328,Bachelors,13,Married,Sales,Husband,Black,Male,0,0,40,Jamaica,<=50K,0
36909,45,Private,239058,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,0
19600,57,Private,167864,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
45358,39,Private,453686,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,1
22988,24,Private,196280,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
23263,27,Private,224849,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
46446,63,Private,130968,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
7642,62,Private,192515,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K,0
45819,18,Private,156056,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K,0
5922,33,Private,126950,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,0
15683,44,Local-gov,101689,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
46290,41,Private,66208,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K,0
11086,25,Private,339324,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
21083,35,Private,65876,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
32030,20,Private,344394,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
12489,21,Private,50341,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,0
28212,35,Private,296478,Some-college,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
24071,39,Local-gov,236391,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K,1
19758,27,Self-emp-not-inc,107846,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,30,United-States,<=50K,0
23939,28,Self-emp-not-inc,410351,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,Poland,<=50K,0
31866,34,Private,208353,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0
10178,43,Private,173316,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
11239,35,Self-emp-not-inc,308874,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
10431,50,Self-emp-not-inc,37913,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,Italy,>50K,1
29168,39,Private,273362,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
40489,62,Private,106549,Assoc-acdm,12,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0
44945,38,Private,289653,Assoc-voc,11,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
38554,63,Private,184319,Some-college,10,Married,Other-service,Husband,White,Male,0,0,24,United-States,<=50K,0
29484,28,State-gov,78356,Masters,14,Married,Exec-managerial,Husband,Black,Male,0,0,40,Jamaica,<=50K,0
36438,33,Private,244817,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
2927,52,Private,91048,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,<=50K,0
20887,24,Private,122166,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Iran,<=50K,0
16304,38,Private,153976,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
7700,33,Private,452924,HS-grad,9,Married,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K,0
24944,37,Private,103323,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
1805,50,State-gov,211319,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K,0
19067,19,Private,238474,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K,0
288,25,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
38788,21,Private,228230,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,0
25716,38,Private,446654,9th,5,Married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K,0
13914,66,Private,205724,Some-college,10,Married,Sales,Husband,White,Male,0,0,24,United-States,>50K,1
24387,38,Private,115289,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
46783,21,Private,243890,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K,0
24076,35,Private,341643,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,0
19344,25,Self-emp-not-inc,72338,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,0
32265,37,Local-gov,180342,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,40,United-States,>50K,1
37717,21,Private,396722,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,0
26229,67,Self-emp-not-inc,45814,7th-8th,4,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0
43301,36,Local-gov,185556,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,1
47311,46,Private,110646,Assoc-acdm,12,Married,Adm-clerical,Wife,White,Female,0,0,56,United-States,<=50K,0
23154,34,Private,69491,HS-grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
28061,51,Private,128272,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0
42646,24,Private,311826,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,18,United-States,<=50K,0
21676,48,Private,125892,Bachelors,13,Divorced,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K,0
31298,29,Federal-gov,242147,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Male,0,0,45,United-States,<=50K,0
29256,50,Self-emp-not-inc,213654,HS-grad,9,Married,Sales,Husband,Black,Male,0,0,40,United-States,<=50K,0
10912,33,Private,183612,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1
30181,34,Private,93169,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
32622,39,Private,118429,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
39739,34,Private,132544,Some-college,10,Married,Sales,Husband,White,Male,0,0,99,United-States,<=50K,0
30040,22,Private,197583,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,0
10827,35,Private,149347,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0
44699,48,Local-gov,169515,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,43,United-States,>50K,1
6974,56,Private,198388,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
22113,33,Private,182792,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0
15987,18,Private,210026,10th,6,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,0
26065,39,Private,245053,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1
12855,28,Private,132686,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,0
22232,26,Private,51961,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K,0
42257,20,Private,95989,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0
43199,41,Federal-gov,27444,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
33910,25,Private,108683,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K,0
25180,31,Private,139822,HS-grad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1
3978,50,Self-emp-not-inc,386397,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0
3003,33,Private,112584,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K,0
5300,41,Private,323790,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,<=50K,0
28594,26,Self-emp-inc,189502,Bachelors,13,Married,Sales,Husband,White,Male,0,0,80,United-States,>50K,1
14628,31,State-gov,176998,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K,1
36476,32,Private,131584,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0
44404,34,Private,21755,HS-grad,9,Married,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,63,United-States,<=50K,0
3782,66,Self-emp-not-inc,212456,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K,0
44685,39,Local-gov,364782,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1
47590,41,Private,171231,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,Peru,<=50K,0
14950,51,Private,74660,10th,6,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
34928,32,Self-emp-not-inc,158603,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,0,0,7,United-States,<=50K,0
20364,51,Private,384248,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,<=50K,0
43847,42,Self-emp-not-inc,138162,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0
30870,56,Self-emp-not-inc,26716,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,20,United-States,>50K,1
28185,32,Private,209538,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1
36548,60,Self-emp-not-inc,176360,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
16088,54,Private,150999,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K,0
27115,28,Private,411587,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Honduras,<=50K,0
21479,29,Private,40295,HS-grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0
19158,25,Private,177147,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
21694,19,Private,97189,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,22,United-States,<=50K,0
21433,59,Self-emp-not-inc,178353,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
6650,28,Private,265628,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K,0
40905,50,Private,98954,Some-college,10,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,1
12616,49,Private,232586,5th-6th,3,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
36803,41,Private,91316,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
31875,60,Private,240951,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,0
22343,64,Private,285052,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,10,United-States,<=50K,0
37912,29,Private,108574,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
7447,33,Self-emp-not-inc,48189,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,30,United-States,<=50K,0
37265,62,Federal-gov,52765,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0
36037,18,Private,141332,11th,7,Never-married,Sales,Own-child,Black,Male,0,0,8,United-States,<=50K,0
8099,32,Private,259719,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Male,0,0,40,Nicaragua,<=50K,0
5996,20,Private,293091,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K,0
30544,24,Private,118023,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,0
34432,25,Private,167835,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K,0
4163,22,State-gov,22966,Some-college,10,Married,Tech-support,Unmarried,White,Male,0,0,20,United-States,<=50K,0
21559,40,Private,144928,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
37767,30,Private,247328,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,1
12586,30,Local-gov,257796,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
26692,22,Private,230704,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,Jamaica,<=50K,0
27829,36,Local-gov,95462,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0
25246,54,Self-emp-not-inc,36327,7th-8th,4,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,0
24359,17,Private,32763,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,0
24584,29,Private,192283,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K,0
35114,27,Private,122913,7th-8th,4,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
36165,55,Private,117477,11th,7,Married,Other-service,Unmarried,Black,Female,0,0,40,Jamaica,<=50K,0
27186,20,Private,386864,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,<=50K,0
19924,40,Private,198790,11th,7,Married,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K,0
39647,50,Private,240989,1st-4th,2,Married,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,<=50K,0
41620,34,Federal-gov,23940,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0
25905,28,Private,51672,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K,0
42769,44,Private,146659,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0
5239,52,Self-emp-not-inc,102346,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K,0
11949,31,Private,142038,HS-grad,9,Married,Craft-repair,Wife,White,Female,0,0,45,United-States,<=50K,0
3214,22,Private,190625,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K,0
28549,38,Private,219137,HS-grad,9,Married,Adm-clerical,Wife,White,Female,0,0,22,United-States,<=50K,0
41219,51,Private,144522,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K,0
36012,61,Self-emp-not-inc,195789,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K,0
32909,26,Private,181896,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,0
3312,26,Private,73689,HS-grad,9,Married,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K,0
17275,55,Private,106498,10th,6,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,35,United-States,<=50K,0
19638,34,Private,301591,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,<=50K,0
38163,42,Private,138872,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K,0
45660,25,Private,262656,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,0
15395,34,Private,420749,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,30,Germany,<=50K,0
44496,34,Self-emp-inc,156192,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1
38591,26,Private,219199,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
1661,44,Private,110355,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
18981,25,Private,323139,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,0
3917,19,Private,251579,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,14,United-States,<=50K,0
22431,59,Private,138370,10th,6,Married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K,0
20975,63,State-gov,99823,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,32,United-States,<=50K,0
9251,52,Private,46788,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,<=50K,0
14764,40,Local-gov,165726,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0
30017,46,Private,200734,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,Trinadad&Tobago,<=50K,0
19932,39,Private,119272,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
4254,41,Private,57233,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
14796,42,Private,196029,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,1
20441,44,Private,212894,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K,1
24406,31,Private,188961,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0
34305,29,Private,74784,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K,0
48326,17,Private,152619,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,0
19100,19,Private,195805,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,0
47707,61,Private,219701,12th,8,Divorced,Protective-serv,Not-in-family,White,Male,0,0,37,Cuba,<=50K,0
16823,48,Self-emp-not-inc,383384,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
34065,43,Private,131650,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
27049,34,Self-emp-not-inc,140011,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,1
26714,27,Federal-gov,257124,Bachelors,13,Never-married,Transport-moving,Other-relative,White,Male,0,0,35,United-States,<=50K,0
24706,37,Private,38948,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,0
18524,38,Private,175232,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
25130,29,Private,95423,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K,0
46829,30,Private,162370,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,0
39342,46,Private,124356,Assoc-acdm,12,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,1
44714,24,Private,199915,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0
45579,29,Private,72338,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,26,United-States,<=50K,0
12925,22,Private,136824,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
5950,24,Private,186221,11th,7,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K,0
38831,56,Private,179127,10th,6,Married,Craft-repair,Husband,White,Male,0,0,35,Italy,<=50K,0
39067,35,Self-emp-not-inc,127493,10th,6,Married,Other-service,Wife,White,Female,0,0,2,United-States,<=50K,0
33710,21,Private,203178,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0
18680,30,Private,235271,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K,1
20149,29,Private,107812,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States,<=50K,0
21822,25,Private,344804,HS-grad,9,Married,Other-service,Husband,White,Male,0,0,50,Mexico,<=50K,0
12536,35,Private,45607,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
11096,36,Private,89202,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K,0
22901,31,Self-emp-inc,149726,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
22401,40,Federal-gov,406463,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
34520,20,Private,139715,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
41434,47,Private,348986,HS-grad,9,Married,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,28,Taiwan,<=50K,0
33384,22,Private,37932,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,England,<=50K,0
15769,45,Local-gov,191776,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
30548,18,Private,237646,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K,0
25176,33,Local-gov,175509,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0
30928,37,Private,150057,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,1
43654,39,Private,108140,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
40243,63,Self-emp-inc,165611,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,0
10333,47,Local-gov,93476,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K,0
19406,20,Private,174714,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0
14283,33,Private,160614,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0
36426,46,State-gov,136878,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
7915,33,Private,231826,7th-8th,4,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0
30855,24,Private,293091,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0
